category,sku,descripcion,price,stock,old_price,price_delta,last_seen,status,category_old,familia,marca,discount,ref,processed_description,entities,category_homol
HDD servidor,MG11ACA24TE,"Disco Duro para Servidor Toshiba MG11 3.5"", 24TB, SATA III, 7200RPM, 6 Gbit/s",9029.0,2.0,8999.0,0.003,20251004 18:54,active,,,,,,disco duro servidor toshiba mg11 3 5 24tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg11'], 'SIZE': ['3 5'], 'STORAGE': ['24tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,MG09SCA18TE,"Disco Duro para Servidor Toshiba MG09 3.5"", 18TB, SAS, 7200RPM, 6 Gbit/s",7349.0,10.0,7349.0,0.0,20251004 18:54,active,,,,,,disco duro servidor toshiba mg09 3 5 18tb sas 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg09'], 'SIZE': ['3 5'], 'STORAGE': ['18tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,MG10AFA22TE,"Disco Duro para Servidor Toshiba MG10 3.5"", 22TB, SATA III, 7200RPM, 6 Gbit/s",8239.0,5.0,8259.0,-0.002,20251004 18:54,active,,,,,,disco duro servidor toshiba mg10 3 5 22tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg10'], 'SIZE': ['3 5'], 'STORAGE': ['22tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,0B35950,"Disco Duro para Servidor Western Digital 0B35950 3.5"", 4TB, SATA III, 7200RPM, 6 Gbit/s",7389.0,22.0,7389.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital 0b35950 3 5 4tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['0b35950'], 'SIZE': ['3 5'], 'STORAGE': ['4tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,400-ATJM,"Disco Duro para Servidor Dell 400-ATJM 2.5"", 1.2TB, SAS, 10000RPM, 12 Gbit/s",3589.0,1.0,3589.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 400 atjm 2 5 1 2tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['400 atjm'], 'SIZE': ['2 5'], 'STORAGE': ['1 2tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,HDD/8TB/SATA/DELL,"Disco Duro para Servidor Dell Enterprise 3.5"", 8TB, SATA III, 7200RPM, 6 Gbit/s",15769.0,7.0,15769.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell enterprise 3 5 8tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['enterprise'], 'SIZE': ['3 5'], 'STORAGE': ['8tb'], 'INTERFACE': ['sata iii']}",HDD
HDD servidor,861683-B21,"Disco Duro para Servidor HPE 861683-B21 3.5"", 4TB, SATA III, 7200RPM, 6 Gbit/s",6009.0,25.0,6009.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe 861683 b21 3 5 4tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['861683 b21'], 'SIZE': ['3 5'], 'STORAGE': ['4tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,801882-B21,"Disco Duro para Servidor HPE 801882-B21 3.5"", 1TB, SATA III, 7200RPM, 6 Gbit/s",3019.0,3.0,3019.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe 801882 b21 3 5 1tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['801882 b21'], 'SIZE': ['3 5'], 'STORAGE': ['1tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,HDD/12TB/SATA/DELL,"Disco Duro para Servidor Hikvision HDD/12TB/SATA/DELL 3.5"", 12TB, SATA III, 7200RPM, 12 Gbit/s",21859.0,9.0,21859.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hikvision hdd 12tb sata dell 3 5 12tb sata iii 7200rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hikvision'], 'STORAGE': ['12tb', '12tb'], 'INTERFACE': ['sata dell', 'sata iii'], 'SIZE': ['3 5']}",HDD
HDD servidor,3000185410511/1,"Disco Duro para Servidor Dell 3000185410511 3.5"", 16TB, SAS, 7200RPM, 6 Gbit/s",267559.0,32.0,267559.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 3000185410511 3 5 16tb sas 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['3000185410511'], 'SIZE': ['3 5'], 'STORAGE': ['16tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,HUS726T6TALE6L4/HIK,"Disco Duro para Servidor Hikvision Ultrastar DC HC310 3.5"", 6TB, SATA III, 7200RPM, 6 Gbit/s",6449.0,9.0,6429.0,0.003,20251004 18:54,active,,,,,,disco duro servidor hikvision ultrastar dc hc310 3 5 6tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hikvision'], 'SERIES': ['ultrastar dc hc310'], 'SIZE': ['3 5'], 'STORAGE': ['6tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,400-BRCT,"Disco Duro para Servidor Dell 400-BRCT 3.5"", 1.9TB, SATA III, 7200RPM, 6 Gbit/s",4259.0,24.0,4259.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 400 brct 3 5 1 9tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['400 brct'], 'SIZE': ['3 5'], 'STORAGE': ['1 9tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,HUS726T4TALA6L4/HIK,"Disco Duro para Servidor Hikvision Ultrastar DC HC310 3.5"", 4TB, SATA III, 7200RPM, 6 Gbit/s",7599.0,34.0,7599.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hikvision ultrastar dc hc310 3 5 4tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hikvision'], 'SERIES': ['ultrastar dc hc310'], 'SIZE': ['3 5'], 'STORAGE': ['4tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,87740011,"Disco Duro para Servidor Dell 87740011 3.5"", 1.2TB, SAS, 10000RPM, 12 Gbit/s",10329.0,6.0,10329.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 87740011 3 5 1 2tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['87740011'], 'SIZE': ['3 5'], 'STORAGE': ['1 2tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,87740574,"Disco Duro para Servidor Dell 87740574 3.5"", 2.4TB, SAS, 10000RPM, 12 Gbit/s",15689.0,17.0,15689.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 87740574 3 5 2 4tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['87740574'], 'SIZE': ['3 5'], 'STORAGE': ['2 4', 'tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,4XB7A83970,"Disco Duro para Servidor Lenovo 4XB7A83970 2.5"", 2.4TB, SAS, 10000RPM, 12 Gbit/s",8339.0,0.0,8339.0,0.0,20251004 18:54,active,,,,,,disco duro servidor lenovo 4xb7a83970 2 5 2 4tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['lenovo'], 'SERIES': ['4xb7a83970'], 'SIZE': ['2 5'], 'STORAGE': ['2 4', 'tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,WD103KRYZ,"Disco Duro para Servidor Western Digital Gold 3.5"", 10TB, SATA III, 7200RPM, 6 Gbit/s",5209.0,1.0,5209.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital gold 3 5 10tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['gold'], 'SIZE': ['3 5'], 'STORAGE': ['10tb'], 'INTERFACE': ['sata iii']}",HDD
HDD servidor,MG09ACA18TE,"Disco Duro para Servidor Toshiba MG09 3.5"", 18TB, SATA III, 7200RPM, 6 Gbit/s",6839.0,20.0,6819.0,0.003,20251004 18:54,active,,,,,,disco duro servidor toshiba mg09 3 5 18tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg09'], 'SIZE': ['3 5'], 'STORAGE': ['18tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,4XB7A87524,"Disco Duro para Servidor Lenovo Thinksystem 480GB, SATA 2.5"", 7200RPM,  6Gbit/s",5379.0,1.0,5379.0,0.0,20251004 18:54,active,,,,,,disco duro servidor lenovo thinksystem 480gb sata 2 5 7200rpm 6gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['lenovo'], 'SERIES': ['thinksystem'], 'STORAGE': ['480gb'], 'INTERFACE': ['sata'], 'SIZE': ['2 5']}",HDD
HDD servidor,ST16000NM004J,"Disco Duro para Servidor Seagate Exos X18 3.5"", 16TB, SAS, 7200RPM, 12 Gbit/s",7299.0,9.0,7299.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos x18 3 5 16tb sas 7200rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x18'], 'SIZE': ['3 5'], 'STORAGE': ['16tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,MG09SCA10TE,"Disco Duro para Servidor Toshiba MG09 3.5"", 10TB, SAS, 7200RPM, 12 Gbit/s",5509.0,1.0,5509.0,0.0,20251004 18:54,active,,,,,,disco duro servidor toshiba mg09 3 5 10tb sas 7200rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg09'], 'SIZE': ['3 5'], 'STORAGE': ['10tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,MG09ACA12TE,"Disco Duro para Servidor Toshiba MG09 3.5"", 12TB, SATA III, 7200RPM, 6 Gbit/s",5269.0,9.0,5249.0,0.004,20251004 18:54,active,,,,,,disco duro servidor toshiba mg09 3 5 12tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg09'], 'SIZE': ['3 5'], 'STORAGE': ['12tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,161-BBRX,"Disco Duro para Servidor Dell 161-BBRX 3.5"", 8TB, SAS, 7200RPM, 12 Gbit/s",6579.0,2.0,6579.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 161 bbrx 3 5 8tb sas 7200rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['161 bbrx'], 'SIZE': ['3 5'], 'STORAGE': ['8tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,MG09ACA16TE,"Disco Duro para Servidor Toshiba MG09 3.5"", 16TB, SATA III, 7200RPM, 6 Gbit/s",6239.0,21.0,6219.0,0.003,20251004 18:54,active,,,,,,disco duro servidor toshiba mg09 3 5 16tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg09'], 'SIZE': ['3 5'], 'STORAGE': ['16tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,HAT5310-20T,"Disco Duro para Servidor Synology HAT5310 3.5"", 20TB, SATA III, 7200RPM, 6 Gbit/s",18709.0,23.0,18709.0,0.0,20251004 18:54,active,,,,,,disco duro servidor synology hat5310 3 5 20tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['synology'], 'SERIES': ['hat5310'], 'SIZE': ['3 5'], 'STORAGE': ['20tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,89647030,"Disco Duro para Servidor Dell 960GB SAS 2.5"" 12Gbit/s  ― Fabricado por Socios de Dell",22679.0,3.0,22679.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 960gb sas 2 5 12gbit s fabricado socios dell,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'STORAGE': ['960gb'], 'INTERFACE': ['sas'], 'SIZE': ['2 5']}",HDD
HDD servidor,WD142KRYZ,"Disco Duro para Servidor Western Digital WD Gold 3.5"", 14TB, SATA III, 7200RPM, 6 Gbit/s",6739.0,7.0,6739.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital wd gold 3 5 14tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['wd gold'], 'SIZE': ['3 5'], 'STORAGE': ['tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,MG09ACA14TE,"Disco Duro para Servidor Toshiba MG09 3.5"", 14TB, SATA III, 7200RPM, 6 Gbit/s",6099.0,14.0,6099.0,0.0,20251004 18:54,active,,,,,,disco duro servidor toshiba mg09 3 5 14tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['toshiba'], 'SERIES': ['mg09'], 'SIZE': ['3 5'], 'STORAGE': ['tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST22000NM001E,"Disco Duro para Servidor Seagate Exos X22 3.5"", 22TB, SATA III, 7200RPM, 6 Gbit/s",8789.0,21.0,8789.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos x22 3 5 22tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x22'], 'SIZE': ['3 5'], 'STORAGE': ['22tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,WD202KRYZ,"Disco Duro para Servidor Western Digital WD Gold 3.5"", 20TB, SATA III, 7200RPM, 6 Gbit/s",8789.0,20.0,8789.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital wd gold 3 5 20tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['wd gold'], 'SIZE': ['3 5'], 'STORAGE': ['20tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST20000NM000D,"Disco Duro para Servidor Seagate ST20000NM000D 3.5"", 20TB, SATA III, 7200RPM, 6 Gbit/s",11969.0,1.0,11969.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate st20000nm000d 3 5 20tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['st20000nm000d'], 'SIZE': ['3 5'], 'STORAGE': ['20tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,4XB7A77446,"Disco Duro para Servidor Lenovo ThinkSystem ST50 V2 3.5"", 2TB, SATA III, 7200RPM, 6 Gbit/s",1759.0,3.0,1759.0,0.0,20251004 18:54,active,,,,,,disco duro servidor lenovo thinksystem st50 v2 3 5 2tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['lenovo'], 'SERIES': ['thinksystem st50 v2'], 'SIZE': ['3 5'], 'STORAGE': ['2tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,WUS721010ALE6L4,"Disco Duro para Servidor Western Digital ULTRASTAR DC HC330 3.5"", 10TB, SATA III, 7200RPM, 12 Gbit/s",9919.0,105.0,9919.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital ultrastar dc hc330 3 5 10tb sata iii 7200rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['ultrastar dc hc330'], 'SIZE': ['3 5'], 'STORAGE': ['10tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,400-BLLG,"Disco Duro para Servidor Dell 400-BLLG 3.5"", 2TB, SATA III, 7200RPM, 6 Gbit/s",4279.0,3.0,4279.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 400 bllg 3 5 2tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['400 bllg'], 'SIZE': ['3 5'], 'STORAGE': ['2tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,345-BECI,Disco Duro para Servidor Dell 345-BECI 960GB SATA III 2.5'' 6Gbit/s ― Fabricado por Socios de Dell,14549.0,29.0,14549.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 345 beci 960gb sata iii 2 5 6gbit s fabricado socios dell,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['345 beci'], 'STORAGE': ['960gb'], 'INTERFACE': ['sata iii'], 'SIZE': ['2 5']}",HDD
HDD servidor,P28586-B21,"Disco Duro para Servidor HPE P28586-B21 2.5"", 1.2TB, SAS, 10000RPM, 12 Gbit/s",4509.0,31.0,4509.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe p28586 b21 2 5 1 2tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['p28586 b21'], 'SIZE': ['2 5'], 'STORAGE': ['1 2tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,P28352-B21,"Disco Duro para Servidor HPE P28352-B21 2.5"", 2.4TB, SAS, 10000RPM, 12 Gbit/s",7599.0,35.0,7599.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe p28352 b21 2 5 2 4tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['p28352 b21'], 'SIZE': ['2 5'], 'STORAGE': ['2 4', 'tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,P28505-B21,"Disco Duro para Servidor HPE P28505-B21 2TB SAS 7200RPM 2.5""",14159.0,1.0,14159.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe p28505 b21 2tb sas 7200rpm 2 5,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['p28505 b21'], 'STORAGE': ['2tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm'], 'SIZE': ['2 5']}",HDD
HDD servidor,ST18000NM003D,"Disco Duro para Servidor Seagate Exos X20 3.5"", 18TB, SATA III, 7200RPM, 6 Gbit/s",7559.0,6.0,7559.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos x20 3 5 18tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x20'], 'SIZE': ['3 5'], 'STORAGE': ['18tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST20000NM007D,"Disco Duro para Servidor Seagate Exos X20 3.5"", 20TB, SATA III, 7200RPM, 6 Gbit/s",7639.0,26.0,7619.0,0.003,20251004 18:54,active,,,,,,disco duro servidor seagate exos x20 3 5 20tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x20'], 'SIZE': ['3 5'], 'STORAGE': ['20tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST6000NM019B,"Disco Duro para Servidor Seagate ST6000NM019B 3.5"", 6TB, SATA III, 7200RPM, 6 Gbit/s",3969.0,22.0,3969.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate st6000nm019b 3 5 6tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['st6000nm019b'], 'SIZE': ['3 5'], 'STORAGE': ['6tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST16000NM000J,"Disco Duro para Servidor Seagate Exos X18 3.5"", 16TB, SATA III, 7200RPM, 6 Gbit/s",6489.0,14.0,6489.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos x18 3 5 16tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x18'], 'SIZE': ['3 5'], 'STORAGE': ['16tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST18000NM004J,"Disco Duro para Servidor Seagate Exos X18 3.5"", 18TB, SAS, 7200RPM, 12 Gbit/s",8019.0,2.0,8019.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos x18 3 5 18tb sas 7200rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x18'], 'SIZE': ['3 5'], 'STORAGE': ['18tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST4000NM024B,"Disco Duro para Servidor Seagate Exos 7E10 3.5"", 4TB, SATA III, 7200RPM, 6 Gbit/s",3339.0,10.0,3339.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos 7e10 3 5 4tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos 7e10'], 'SIZE': ['3 5'], 'STORAGE': ['4tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,ST8000NM017B,"Disco Duro para Servidor Seagate Exos 7E10 3.5"", 8TB, SATA III, 7200RPM, 6 Gbit/s",5259.0,1.0,5259.0,0.0,20251004 18:54,active,,,,,,disco duro servidor seagate exos 7e10 3 5 8tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos 7e10'], 'SIZE': ['3 5'], 'STORAGE': ['8tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,R0Q53A,"Disco Duro para Servidor HPE R0Q53A 2.5"", 900GB, SAS, 15000RPM, 12 Gbit/s",20649.0,4.0,20649.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe r0q53a 2 5 900gb sas 15000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['r0q53a'], 'SIZE': ['2 5'], 'STORAGE': ['900gb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['15000rpm']}",HDD
HDD servidor,WD161KRYZ,"Disco Duro para Servidor Western Digital WD Gold 3.5"", 16TB, SATA III, 7200RPM, 6 Gbit/s",7329.0,0.0,7329.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital wd gold 3 5 16tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['wd gold'], 'SIZE': ['3 5'], 'STORAGE': ['16tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,R0Q66A,"Disco Duro para Servidor HPE R0Q66A 2.5"", 10.8TB, SAS, 10000RPM, 12 Gbit/s",49769.0,2.0,49769.0,0.0,20251004 18:54,active,,,,,,disco duro servidor hpe r0q66a 2 5 10 8tb sas 10000rpm 12 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['hpe'], 'SERIES': ['r0q66a'], 'SIZE': ['2 5'], 'STORAGE': ['8tb'], 'INTERFACE': ['sas'], 'ROTATION_SPEED': ['10000rpm']}",HDD
HDD servidor,ST18000NM000J,"Disco Duro para Servidor Seagate Exos X18 3.5"", 18TB, SATA III, 7200RPM, 6 Gbit/s",7559.0,77.0,7539.0,0.003,20251004 18:54,active,,,,,,disco duro servidor seagate exos x18 3 5 18tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['seagate'], 'SERIES': ['exos x18'], 'SIZE': ['3 5'], 'STORAGE': ['18tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,WD181KRYZ,"Disco Duro para Servidor Western Digital WD Gold 3.5"", 18TB, SATA III, 7200RPM, 6 Gbit/s",7809.0,5.0,7809.0,0.0,20251004 18:54,active,,,,,,disco duro servidor western digital wd gold 3 5 18tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['western digital'], 'SERIES': ['wd gold'], 'SIZE': ['3 5'], 'STORAGE': ['18tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,400-AUST,"Disco Duro para Servidor Dell 400-AUST 3.5"", 2TB, SATA III, 7200RPM, 6 Gbit/s",4189.0,19.0,4189.0,0.0,20251004 18:54,active,,,,,,disco duro servidor dell 400 aust 3 5 2tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['dell'], 'SERIES': ['400 aust'], 'SIZE': ['3 5'], 'STORAGE': ['2tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
HDD servidor,7XB7A00056,"Disco Duro para Servidor Lenovo 7XB7A00056 3.5"", 2TB, SATA III, 7200RPM, 6 Gbit/s",1409.0,1.0,1409.0,0.0,20251004 18:54,active,,,,,,disco duro servidor lenovo 7xb7a00056 3 5 2tb sata iii 7200rpm 6 gbit s,"{'CATEGORY': ['disco duro servidor'], 'BRAND': ['lenovo'], 'SERIES': ['7xb7a00056'], 'SIZE': ['3 5'], 'STORAGE': ['2tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
